latitude,longitude,ambient_temp_c,wind_speed_ms,wind_direction_deg,ghi_kwh_m2_day,warm_humidity_pct,hot_air_index,rain_last_7days_mm,shelter_material_and_design
34.9076,76.1442,3.6,11.0,181,7.29,27.9,Low,1.7,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.9269,79.7529,-2.6,6.2,242,4.89,33.3,Very Low,13.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.1404,79.9406,3.7,5.6,219,5.78,15.0,Low,3.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.3652,75.7021,-10.7,2.4,207,4.24,45.1,Very Low,0.7,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.8393,76.1766,5.8,0.5,126,5.38,37.1,Low,0.1,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.0305,77.4059,-15.8,4.8,181,5.96,17.5,Extreme Freeze,1.3,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.9256,76.3385,-9.9,8.2,355,5.65,45.3,Very Low,1.9,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.2838,77.1375,-2.9,4.0,295,4.98,41.8,Very Low,1.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.7885,76.0809,20.9,6.2,34,6.03,39.4,Moderate,2.3,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
34.1753,77.5543,9.4,9.3,279,6.3,57.4,Low,10.6,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.5667,76.7226,12.9,9.2,162,6.38,36.0,Low,0.2,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
35.3612,77.0836,17.0,6.3,349,5.15,50.3,Moderate,8.1,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.9857,75.9244,43.2,5.5,202,4.75,35.3,High,2.8,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
34.1968,77.4266,0.5,0.5,161,7.86,39.5,Low,11.8,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.9276,79.9247,17.0,3.1,229,5.67,29.5,Moderate,5.5,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
34.2646,76.9797,12.2,4.2,358,5.19,16.1,Low,0.9,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.0863,79.4439,12.0,2.4,348,3.73,16.7,Low,16.0,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.81,79.2944,21.3,5.7,3,4.38,34.2,Moderate,0.8,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
32.3966,79.7843,-5.0,10.7,77,4.73,32.6,Very Low,2.0,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.1944,79.0555,-6.0,9.6,151,6.03,23.2,Very Low,19.3,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.7202,78.4682,3.8,5.7,357,5.07,32.2,Low,1.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.9272,79.3546,-2.2,7.3,115,5.52,39.5,Very Low,5.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.9483,75.8404,3.8,2.8,353,3.78,47.9,Low,19.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.3995,77.5827,18.8,9.4,35,7.19,28.1,Moderate,5.8,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
32.4643,79.9517,-5.7,0.5,334,4.62,38.9,Very Low,5.4,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.6581,78.9632,-3.7,7.7,290,5.78,52.4,Very Low,4.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.7391,79.8293,2.1,6.5,284,4.86,42.5,Low,4.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.8087,79.0084,-2.7,2.7,35,5.12,27.3,Very Low,14.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.8676,79.437,-23.0,4.4,323,4.55,36.0,Extreme Freeze,3.9,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
33.4761,78.6794,-7.0,1.6,54,5.86,36.8,Very Low,5.4,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.3688,78.9223,8.2,1.7,48,4.32,41.4,Low,6.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.5127,77.8543,17.3,0.5,312,5.88,35.4,Moderate,3.8,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.8886,79.6591,-13.9,7.3,354,5.36,39.8,Extreme Freeze,10.9,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.7949,79.2127,-13.9,8.6,342,6.26,45.2,Extreme Freeze,0.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.4632,79.2975,0.4,0.5,54,6.37,24.5,Low,2.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.9692,78.5285,-24.9,10.5,311,5.12,21.8,Extreme Freeze,4.8,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
32.6796,76.8706,-5.3,5.0,329,5.94,41.1,Very Low,0.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.8688,75.6603,-20.8,5.9,259,4.96,33.5,Extreme Freeze,13.8,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
32.4047,79.7104,16.4,0.6,129,7.08,43.6,Moderate,8.8,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
32.4348,78.1375,-9.2,9.0,87,5.07,45.9,Very Low,1.2,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.0938,76.8416,19.8,5.6,319,5.26,16.5,Moderate,2.0,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
34.0679,76.1711,13.4,8.4,339,4.94,26.6,Low,5.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
35.0975,79.2329,-7.8,8.7,269,4.62,33.7,Very Low,2.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
34.041,79.2643,-12.9,9.0,359,7.94,24.8,Extreme Freeze,9.7,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.3673,79.1653,-2.3,3.1,125,6.08,30.3,Very Low,1.4,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.3607,78.4029,-1.3,4.4,326,5.58,22.2,Very Low,8.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.5234,77.1471,4.2,3.2,184,4.93,30.6,Low,3.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.3454,76.8683,-9.3,7.7,29,6.84,25.3,Very Low,3.0,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.8114,75.5385,9.0,6.0,207,4.85,38.4,Low,0.9,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.9862,79.2512,3.2,8.2,7,5.64,44.0,Low,20.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.3304,75.8934,-4.1,8.3,141,8.14,39.1,Very Low,2.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.3504,78.3384,-8.5,0.5,303,4.35,61.0,Very Low,1.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
35.3217,77.7683,-2.2,9.1,211,6.15,44.4,Very Low,0.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.9791,77.8701,-9.8,7.9,283,5.85,44.0,Very Low,3.4,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.1788,79.6702,0.7,3.9,131,6.13,34.2,Low,0.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.4547,75.6423,1.0,6.0,355,5.16,31.9,Low,3.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.7606,78.9803,3.1,4.6,322,4.79,47.7,Low,11.6,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.6189,75.7342,21.2,6.8,101,5.77,32.5,Moderate,3.4,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
32.6068,75.6717,-1.6,3.9,282,4.95,35.3,Very Low,0.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.9113,77.4342,12.1,6.4,74,2.7,33.3,Low,1.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.0113,75.7838,2.8,5.2,99,4.51,40.4,Low,0.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.3819,79.0511,-2.9,3.7,231,5.12,43.9,Very Low,10.7,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.4654,77.883,-1.4,5.6,290,4.21,45.6,Very Low,1.4,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.4582,75.6307,-0.7,13.1,235,5.68,32.0,Very Low,0.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.3316,75.6823,3.4,2.9,268,4.59,36.8,Low,16.7,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.6704,78.257,-11.5,4.3,54,5.45,38.3,Very Low,3.3,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.4611,79.1275,-17.6,3.0,253,8.1,49.6,Extreme Freeze,2.6,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.0306,77.4701,7.9,3.3,214,6.97,17.1,Low,13.1,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.4533,77.9956,10.8,7.4,298,6.21,35.1,Low,3.8,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.2138,79.0992,8.9,7.1,328,7.67,28.6,Low,1.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.4124,78.2473,1.9,5.0,323,5.41,29.7,Low,7.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.318,76.5114,9.2,8.1,298,5.43,26.5,Low,1.6,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.5556,78.2587,8.6,7.4,295,4.23,40.4,Low,2.9,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.8158,78.3273,9.5,4.5,158,7.03,10.5,Low,8.1,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.571,78.8035,-10.3,0.5,258,7.85,33.6,Very Low,13.4,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.2792,78.2939,-13.2,7.5,227,6.59,16.8,Extreme Freeze,4.7,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.3067,79.8616,-4.7,5.5,144,7.21,28.1,Very Low,3.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.7844,76.3878,-0.2,5.1,79,2.22,32.9,Very Low,0.4,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.5248,79.7799,-2.9,3.6,38,8.31,30.9,Very Low,4.8,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.3572,77.9225,-22.5,7.2,193,5.37,41.8,Extreme Freeze,2.0,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.1779,78.5238,20.7,6.0,196,8.33,47.5,Moderate,3.6,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
34.6046,75.9476,-3.3,4.3,96,7.58,54.6,Very Low,6.8,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.2407,77.2126,2.1,1.3,245,6.43,34.9,Low,5.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.4974,78.9622,14.9,8.2,332,5.09,46.6,Low,0.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.9818,78.6811,-28.1,6.8,75,5.69,49.6,Extreme Freeze,2.5,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
32.52,75.6806,-6.1,5.8,252,3.21,30.2,Very Low,1.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.7908,77.9597,-4.6,0.5,277,6.62,47.3,Very Low,0.8,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.8318,75.8973,-4.0,4.9,7,2.43,13.2,Very Low,1.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.4359,79.9814,-2.1,4.3,198,5.14,38.0,Very Low,12.7,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.0049,79.5378,17.4,3.1,251,7.35,51.1,Moderate,6.2,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.7678,75.5949,8.1,7.3,17,6.36,36.0,Low,11.9,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
35.244,79.3639,11.5,7.1,241,3.66,33.1,Low,3.5,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.44,79.6374,0.6,6.3,252,3.89,33.0,Low,0.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.126,77.091,-16.8,8.1,3,4.78,49.7,Extreme Freeze,0.2,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
33.3548,78.7378,-25.0,1.9,236,5.59,19.1,Extreme Freeze,0.8,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
34.782,77.4895,-18.4,3.6,178,6.55,31.1,Extreme Freeze,7.6,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
35.4753,78.4485,4.3,5.2,11,6.22,43.4,Low,1.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.9942,77.0314,0.4,3.1,292,4.23,38.2,Low,0.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.0852,76.9515,-2.5,7.2,257,6.24,46.9,Very Low,9.9,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.9411,77.41,-4.4,3.4,258,6.37,41.8,Very Low,1.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.9414,76.1551,24.1,8.9,84,6.09,30.3,Moderate,3.5,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
33.5178,79.2401,-9.9,2.2,294,8.47,40.8,Very Low,2.1,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.5519,77.0691,11.1,11.4,332,6.37,21.8,Low,11.3,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
35.4281,77.3007,0.0,11.1,111,6.66,14.8,Low,6.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
32.7969,79.5232,-0.7,4.7,205,7.75,28.9,Very Low,3.0,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.8372,77.7348,14.1,8.4,221,6.52,35.8,Low,9.9,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.3028,77.9491,17.6,3.8,17,4.84,26.9,Moderate,6.5,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
34.6119,79.8042,-2.9,8.0,12,6.99,36.7,Very Low,8.3,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.586,79.4903,9.6,4.5,269,5.02,35.6,Low,19.0,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
34.1086,76.2626,4.4,1.1,40,4.32,16.4,Low,1.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.9476,77.6295,0.1,0.5,39,4.42,29.6,Low,1.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.8537,79.8708,2.5,4.2,88,6.98,44.4,Low,4.1,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
35.0592,77.1756,-8.3,5.8,100,6.24,39.9,Very Low,3.8,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.3967,77.1721,-3.7,9.0,218,6.77,28.0,Very Low,10.2,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.4838,76.3776,-7.0,5.1,214,6.25,41.2,Very Low,0.8,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.662,76.0145,10.8,8.0,303,5.73,52.6,Low,2.8,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
33.5722,78.8314,-1.1,3.6,9,5.88,30.8,Very Low,3.8,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.0103,78.9651,-15.6,4.0,216,6.21,42.4,Extreme Freeze,3.1,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
33.529,79.8606,-8.7,8.2,120,4.78,40.8,Very Low,0.3,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
33.9147,78.9804,-38.4,0.5,309,3.95,30.2,Extreme Freeze,0.8,"{""material_class"": 1, ""wwr"": 0.15, ""wall_thickness_cm"": 55, ""glazing_ratio"": 0.78, ""insulation_r_value"": 6.2}"
35.4885,76.5951,-5.9,5.0,162,4.92,23.7,Very Low,0.8,"{""material_class"": 0, ""wwr"": 0.18, ""wall_thickness_cm"": 50, ""glazing_ratio"": 0.72, ""insulation_r_value"": 5.2}"
32.6462,75.6805,0.5,3.8,151,6.15,51.5,Low,4.5,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
34.429,79.9345,-1.6,9.1,304,4.72,45.9,Very Low,2.8,"{""material_class"": 2, ""wwr"": 0.2, ""wall_thickness_cm"": 45, ""glazing_ratio"": 0.65, ""insulation_r_value"": 4.4}"
33.5068,77.032,23.8,3.4,83,8.06,32.2,Moderate,1.0,"{""material_class"": 4, ""wwr"": 0.2, ""wall_thickness_cm"": 40, ""glazing_ratio"": 0.5, ""insulation_r_value"": 3.5}"
32.6389,76.9039,6.9,6.5,201,6.03,47.1,Low,6.7,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
32.7238,79.5768,6.4,7.8,49,5.64,40.5,Low,8.1,"{""material_class"": 3, ""wwr"": 0.22, ""wall_thickness_cm"": 42, ""glazing_ratio"": 0.58, ""insulation_r_value"": 3.8}"
